UNITID,INSTNM,CIPDESC,Avg_Student_Debt,Earnings_1Yr
127060.0,University of Denver,Mathematics.,,
127060.0,University of Denver,Peace Studies and Conflict Resolution.,,
127060.0,University of Denver,International/Global Studies.,,55043.0
127060.0,University of Denver,"Multi/Interdisciplinary Studies, Other.",,
127060.0,University of Denver,Health and Physical Education/Fitness.,,
127060.0,University of Denver,Philosophy.,,
127060.0,University of Denver,Religion/Religious Studies.,,
127060.0,University of Denver,Chemistry.,,
127060.0,University of Denver,Physics.,,
127060.0,University of Denver,Materials Sciences.,,
127060.0,University of Denver,"Psychology, General.",,
127060.0,University of Denver,"Clinical, Counseling and Applied Psychology.",,39892.0
127060.0,University of Denver,"Psychology, Other.",,39542.0
127060.0,University of Denver,Criminal Justice and Corrections.,,
127060.0,University of Denver,Public Administration.,,
127060.0,University of Denver,Public Policy Analysis.,,
127060.0,University of Denver,Social Work.,,45153.0
127060.0,University of Denver,Anthropology.,,36492.0
127060.0,University of Denver,Economics.,,49103.0
127060.0,University of Denver,Geography and Cartography.,,67222.0
127060.0,University of Denver,International Relations and National Security Studies.,,46033.0
127060.0,University of Denver,Design and Applied Arts.,,
127060.0,University of Denver,Film/Video and Photographic Arts.,,
127060.0,University of Denver,Fine and Studio Arts.,,
127060.0,University of Denver,Music.,,26601.0
127060.0,University of Denver,Health and Medical Administrative Services.,,80515.0
127060.0,University of Denver,"Business/Commerce, General.",,87503.0
127060.0,University of Denver,"Business Administration, Management and Operations.",,79763.0
127060.0,University of Denver,Accounting and Related Services.,,60983.0
127060.0,University of Denver,Finance and Financial Management Services.,,57235.0
127060.0,University of Denver,Human Resources Management and Services.,,
127060.0,University of Denver,International Business.,,
127060.0,University of Denver,Management Information Systems and Services.,,
127060.0,University of Denver,Management Sciences and Quantitative Methods.,,71472.0
